Season,TEAM,Playoffs,W,L,NOG,WR,PTS,oppPTS,ALL A,ALL G,ALL S,X2 A,X2 G,X2 S,X3 A,X3 G,X3 S,FT A,FT G,FT S,Rebounds,ORB,DRB,AST,STL,BLK,TOV,FOUL
1990,New York Knicks,1,45,37,82,0.55 ,108.3,106.9,0.48 ,41.9,86.5,0.50 ,39,77.8,0.33 ,2.9,8.7,0.76 ,21.6,28.6,44.1,14.5,29.6,26.1,8.7,6,16.8,22.3
1990,Orlando Magic,0,18,64,82,0.22 ,110.9,119.8,0.46 ,42.2,91.8,0.47 ,40.8,87,0.30 ,1.4,4.8,0.76 ,25.1,33.2,46,15.9,30.1,24.3,7.5,3.6,16.9,24.1
1990,Philadelphia 76ers,1,53,29,82,0.65 ,110.2,105.2,0.49 ,41.9,85.7,0.50 ,39.6,79.1,0.35 ,2.3,6.6,0.79 ,24.1,30.6,42.9,13.5,29.3,23.6,8.4,4.5,14.2,20.7
1990,Washington Wizards,0,31,51,82,0.38 ,107.7,109.9,0.48 ,43.9,92.5,0.48 ,43.4,90.1,0.19 ,0.5,2.4,0.76 ,19.5,25.5,44.5,14.6,29.9,27,6.8,5.2,14.4,23.5
1991,Dallas Mavericks,0,28,54,82,0.34 ,99.9,104.5,0.47 ,39.6,84,0.49 ,37.2,76.7,0.32 ,2.4,7.3,0.76 ,18.4,24.2,40.8,12,28.8,22.2,7.1,4.8,14,22.4
1991,Denver Nuggets,0,20,62,82,0.24 ,119.9,130.8,0.44 ,47.6,108.1,0.46 ,43.9,95.2,0.28 ,3.7,12.9,0.76 ,21,27.6,49.4,18.5,30.9,24.5,10.4,5,16,27.3
1991,Golden State Warriors,1,44,38,82,0.54 ,116.6,115,0.49 ,43.5,89.6,0.50 ,40.2,79.8,0.34 ,3.3,9.8,0.78 ,26.4,33.7,41.7,13.6,28.1,23.8,9.8,4.6,16.3,26.9
1991,Houston Rockets,1,52,30,82,0.63 ,106.7,103.2,0.47 ,41.5,88.9,0.49 ,37.6,76.8,0.32 ,3.9,12.1,0.74 ,19.9,26.8,46.1,15.5,30.6,23.2,9.7,5,16.6,22.9
1991,Los Angeles Clippers,0,31,51,82,0.38 ,103.5,107,0.46 ,41.4,89.2,0.48 ,40,83.9,0.26 ,1.4,5.3,0.70 ,19.5,27.7,45.7,15.2,30.5,25.8,8.8,6.2,17,24.9
1991,Los Angeles Lakers,1,58,24,82,0.71 ,106.3,99.6,0.48 ,40.8,84.3,0.51 ,38,75.2,0.30 ,2.8,9.1,0.80 ,22,27.6,42.9,13.1,29.8,25.5,7.8,4.7,14.1,18.6
1991,Minnesota Timberwolves,0,29,53,82,0.35 ,99.6,103.5,0.45 ,39.8,88.7,0.46 ,38.5,84.1,0.28 ,1.3,4.6,0.74 ,18.7,25.4,41.3,15.5,25.8,23,8.7,5.4,12.2,22.7
1991,Phoenix Suns,1,55,27,82,0.67 ,114,107.5,0.50 ,43.6,87.8,0.51 ,41.9,82.5,0.32 ,1.7,5.3,0.77 ,25.2,32.7,45.5,13.8,31.7,26.9,8.4,6.5,15.4,22.6
1991,Portland Trail Blazers,1,63,19,82,0.77 ,114.7,106,0.49 ,43.6,89.9,0.50 ,39.4,78.9,0.38 ,4.2,11,0.75 ,23.3,31,45.9,14.7,31.2,27.5,8.8,5,15.7,24.1
1991,Kansas City Kings,0,25,57,82,0.30 ,96.7,103.5,0.45 ,37.6,83.1,0.46 ,35,76.1,0.37 ,2.6,7,0.73 ,18.8,25.7,39.6,12.5,27,24.3,7.7,6.3,15.1,25.3
1991,San Antonio Spurs,1,55,27,82,0.67 ,107.1,102.6,0.49 ,41.6,85.2,0.50 ,40.6,81.6,0.27 ,1,3.6,0.77 ,23,30,46.2,13.8,32.4,26.1,8.2,7,17.3,23.1
1991,Oklahoma City Thunder,1,41,41,82,0.50 ,106.6,105.4,0.49 ,42.7,86.8,0.50 ,41,81.6,0.32 ,1.7,5.2,0.75 ,19.6,26.1,41.4,14.9,26.5,24.9,10.5,4.6,16.5,24.1
1991,Utah Jazz,1,54,28,82,0.66 ,104,100.7,0.49 ,39.2,79.7,0.50 ,37.4,74.1,0.32 ,1.8,5.6,0.79 ,23.8,30.1,40.7,10.6,30.2,27,8,5.5,15.5,21.9
1991,Atlanta Hawks,1,43,39,82,0.52 ,109.8,109,0.46 ,40.8,88.1,0.48 ,37.5,77.9,0.32 ,3.3,10.2,0.80 ,24.8,31,44.6,15.1,29.5,22.7,8.9,4.6,14.7,21.6
1991,Boston Celtics,1,56,26,82,0.68 ,111.5,105.7,0.51 ,45.1,88,0.52 ,43.8,83.8,0.32 ,1.3,4.2,0.82 ,20.1,24.4,46.2,13.3,32.9,26.3,8.2,6.9,16,20.7
1991,New Orleans Pelicans,0,26,56,82,0.32 ,102.8,108,0.47 ,40.1,85.8,0.48 ,38.5,80.7,0.31 ,1.6,5.1,0.78 ,21,27,39.4,12.5,26.8,24.6,9.3,3.7,15.3,23.7
1991,Chicago Bulls,1,61,21,82,0.74 ,110,101,0.51 ,44.3,86.9,0.52 ,42.4,81.7,0.37 ,1.9,5.2,0.76 ,19.6,25.7,42.6,14,28.6,27,10,5.3,14,21.4
1991,Cleveland Cavaliers,0,33,49,82,0.40 ,101.7,104.2,0.48 ,39.7,83.6,0.48 ,37.7,77.8,0.33 ,2,5.8,0.77 ,20.3,26.5,40.7,12.3,28.4,27.3,7.8,5.5,15.3,20.4
1991,Detroit Pistons,1,50,32,82,0.61 ,100.1,96.8,0.47 ,39,83.8,0.48 ,37.4,78.4,0.30 ,1.6,5.4,0.76 ,20.6,27,44.6,14.7,29.9,22.3,5.9,4.5,13.9,22.8
1991,Indiana Pacers,1,41,41,82,0.50 ,111.7,112.1,0.49 ,42.1,85.3,0.51 ,39.1,76.2,0.33 ,3,9.1,0.81 ,24.5,30.2,41.4,12.4,29,26.6,8,4.4,16.2,25.5
1991,Miami Heat,0,24,58,82,0.29 ,101.8,107.8,0.46 ,40,87.1,0.47 ,38.3,81.4,0.30 ,1.7,5.7,0.72 ,20.1,28.1,43.1,15,28.1,23.2,9.2,4.7,18.4,25.4
1991,Milwaukee Bucks,1,48,34,82,0.59 ,106.4,104,0.48 ,40.7,84.7,0.50 ,37.6,75.5,0.34 ,3.1,9.2,0.80 ,21.9,27.3,39.5,13.2,26.4,25.3,10.9,4,15.6,24.8
1991,New Jersey Nets,0,26,56,82,0.32 ,102.9,107.5,0.44 ,40.4,91,0.46 ,38.4,83.9,0.28 ,2,7.1,0.74 ,20.2,27.4,45.7,17.1,28.6,21.7,9.1,7.3,16.9,23.8
1991,New York Knicks,1,39,43,82,0.48 ,103.1,103.3,0.49 ,40.3,83.2,0.50 ,38,76.4,0.33 ,2.3,6.8,0.77 ,20.2,26.2,42.5,12.8,29.7,26.5,7.8,5.1,16.4,21.5
1991,Orlando Magic,0,31,51,82,0.38 ,105.9,109.9,0.46 ,40.2,88.5,0.47 ,36.9,79.3,0.36 ,3.3,9.2,0.74 ,22.2,29.8,44.7,15,29.6,22.1,7.3,3.7,16.4,24.1
1991,Philadelphia 76ers,1,44,38,82,0.54 ,105.4,105.6,0.48 ,40.1,84.5,0.49 ,37.7,77,0.32 ,2.4,7.5,0.79 ,22.8,28.9,42.4,12,30.4,22.2,8.3,5.8,14.5,19.9
1991,Washington Wizards,0,30,52,82,0.37 ,101.4,106.4,0.47 ,41.3,88.6,0.48 ,40.6,85.1,0.19 ,0.7,3.5,0.73 ,18,24.7,43.5,14.3,29.1,25.4,7.2,5.7,16.2,23.5
1992,Dallas Mavericks,0,22,60,82,0.27 ,97.6,105.3,0.44 ,38,86.6,0.45 ,34.7,76.9,0.34 ,3.3,9.7,0.75 ,18.3,24.4,44.3,14.6,29.7,19.9,6.5,4.3,14.2,22.8
1992,Denver Nuggets,0,24,58,82,0.29 ,99.7,107.6,0.44 ,39.8,90,0.45 ,38.3,84.9,0.30 ,1.5,5.1,0.74 ,18.6,25.2,45.1,16.5,28.7,18.9,9.4,5.6,17,24.2
1992,Golden State Warriors,1,55,27,82,0.67 ,118.7,114.8,0.51 ,45.9,90.6,0.53 ,42.8,81.3,0.33 ,3.1,9.3,0.75 ,23.7,31.8,42.8,13.9,29,25.2,10.4,4.6,16.2,25
1992,Houston Rockets,0,42,40,82,0.51 ,102,103.7,0.48 ,39.9,84.1,0.50 ,35.9,72.4,0.34 ,4,11.7,0.74 ,18.2,24.6,42.8,13.1,29.7,25.1,8,7,16.4,21.6
1992,Los Angeles Clippers,1,45,37,82,0.55 ,102.9,101.9,0.47 ,40.8,86.3,0.49 ,39,80.2,0.29 ,1.8,6.1,0.72 ,19.5,27.1,43,13.8,29.2,25,10,6.1,15.2,22.8
1992,Los Angeles Lakers,1,43,39,82,0.52 ,100.4,101.5,0.46 ,38.8,85.1,0.47 ,37.3,79.7,0.27 ,1.5,5.4,0.77 ,21.3,27.8,40.9,14.1,26.8,22,9.2,4.9,12.7,18.8
1992,Minnesota Timberwolves,0,15,67,82,0.18 ,100.5,107.5,0.46 ,41,89.5,0.47 ,39.5,84.7,0.32 ,1.5,4.8,0.74 ,16.8,22.6,40.7,14.2,26.4,24.7,7.5,6.4,13.5,22.8
1992,Phoenix Suns,1,53,29,82,0.65 ,112.1,106.2,0.49 ,43.3,88,0.50 ,40.5,80.7,0.38 ,2.8,7.3,0.78 ,22.7,29.2,44.5,13.3,31.2,26.9,8.2,7.1,14.8,22.6
1992,Portland Trail Blazers,1,57,25,82,0.70 ,111.4,104.1,0.47 ,42.4,89.7,0.49 ,38.4,78.2,0.34 ,4,11.5,0.75 ,22.7,30,46.9,15.8,31.1,25.2,9.2,5,15.8,24.2
1992,Kansas City Kings,0,29,53,82,0.35 ,104.3,110.3,0.47 ,40.8,87.7,0.48 ,37.9,79.5,0.35 ,2.9,8.2,0.75 ,19.7,26.4,41.6,12.9,28.7,23.9,8.9,7.5,16.2,21.5
1992,San Antonio Spurs,1,47,35,82,0.57 ,104,100.6,0.48 ,41.2,86.5,0.49 ,39.8,81.6,0.29 ,1.4,4.9,0.74 ,20.1,27.4,46.1,15,31.1,24.5,8.9,7.4,15.6,21.9
1992,Oklahoma City Thunder,1,47,35,82,0.57 ,106.5,104.7,0.47 ,41.2,86.9,0.49 ,38.7,79,0.32 ,2.5,7.9,0.78 ,21.6,27.6,43.2,15.6,27.5,22.9,9.5,5.5,15.6,23.8
1992,Utah Jazz,1,55,27,82,0.67 ,108.3,101.9,0.49 ,41.2,83.7,0.50 ,39.3,78.1,0.35 ,1.9,5.6,0.79 ,23.9,30.4,44.4,13.4,31,26.7,8.7,5.5,15.2,21.3
1992,Atlanta Hawks,1,38,44,82,0.46 ,106.2,107.7,0.47 ,42.6,91.2,0.48 ,40,83,0.31 ,2.6,8.2,0.73 ,18.5,25.3,46.2,15.7,30.5,25.9,9.7,3.9,14.9,21.6
1992,Boston Celtics,1,51,31,82,0.62 ,106.6,103,0.49 ,43.2,87.8,0.50 ,41.9,83.4,0.31 ,1.3,4.4,0.81 ,18.9,23.4,44.9,13.4,31.5,25.3,7.8,5.9,13.9,20.6
1992,New Orleans Pelicans,0,31,51,82,0.38 ,109.5,113.4,0.48 ,44.1,92.3,0.49 ,42.7,87.8,0.32 ,1.4,4.5,0.76 ,20,26.4,43.1,14.2,28.9,27.9,10,3.8,15.1,22.2
1992,Chicago Bulls,1,67,15,82,0.82 ,109.9,99.5,0.51 ,44.4,87.4,0.52 ,42.7,81.9,0.30 ,1.7,5.5,0.74 ,19.4,26,44,14.3,29.7,27.8,8.2,5.9,12.8,20.6
1992,Cleveland Cavaliers,1,57,25,82,0.70 ,108.9,103.4,0.49 ,41.8,85.7,0.50 ,38.7,77.1,0.36 ,3.1,8.6,0.81 ,22.2,27.5,42.6,12.7,29.9,27.6,7.5,7.6,12.6,19
1992,Detroit Pistons,1,48,34,82,0.59 ,98.9,96.9,0.47 ,38.9,83.7,0.48 ,36.9,77.3,0.31 ,2,6.4,0.74 ,19.1,25.7,44.3,14.8,29.5,23.2,6.7,4.4,14.4,20.1
1992,Indiana Pacers,1,40,42,82,0.49 ,112.2,110.3,0.49 ,42.7,86.3,0.52 ,38.6,74.8,0.35 ,4.1,11.5,0.79 ,22.8,28.8,44.5,13.2,31.3,29.2,8.6,4.8,16.8,26.1
1992,Miami Heat,0,38,44,82,0.46 ,105,109.2,0.46 ,39.7,86.1,0.48 ,36.6,76.9,0.34 ,3.1,9.2,0.79 ,22.4,28.4,43.3,14.5,28.9,21.3,8.2,4.5,16.2,22.2
1992,Milwaukee Bucks,0,31,51,82,0.38 ,105,106.7,0.46 ,40.5,88,0.48 ,36,75.7,0.37 ,4.5,12.3,0.76 ,19.5,25.7,42.3,15.8,26.5,24.6,10.5,3.9,15.9,23.2
1992,New Jersey Nets,1,40,42,82,0.49 ,105.4,107.1,0.46 ,42.4,92.4,0.47 ,39.7,84.2,0.33 ,2.7,8.2,0.73 ,17.9,24.5,47.6,18.4,29.2,23.6,9,7.5,16.5,22.4
1992,New York Knicks,1,51,31,82,0.62 ,101.6,97.7,0.48 ,40.4,84.7,0.49 ,37.9,77.2,0.33 ,2.5,7.5,0.73 ,18.3,25,44.8,14.5,30.4,26,7.7,4.7,14.7,23.2
1992,Orlando Magic,0,21,61,82,0.26 ,101.6,108.5,0.45 ,39.3,86.6,0.47 ,36.9,79.2,0.32 ,2.4,7.4,0.75 ,20.6,27.7,42.7,14.3,28.4,21.9,7.8,4.5,16.5,24.1
1992,Philadelphia 76ers,0,35,47,82,0.43 ,101.9,103.2,0.47 ,38.9,82.5,0.49 ,36.1,74.2,0.33 ,2.8,8.3,0.78 ,21.4,27.6,41.1,12.9,28.2,21.4,8.4,5.9,14.5,19.3
1992,Washington Wizards,0,25,57,82,0.30 ,102.4,106.8,0.46 ,41,89,0.48 ,39.2,82.5,0.27 ,1.8,6.5,0.78 ,18.5,23.9,41.6,13,28.6,24.5,8.7,5.1,14.8,22.6
1993,Dallas Mavericks,0,11,71,82,0.13 ,99.3,114.5,0.44 ,38.6,88.7,0.45 ,35.1,78.5,0.34 ,3.5,10.2,0.71 ,18.7,26.5,42.7,15,27.6,20.5,7.9,4.3,17.3,28.1
1993,Denver Nuggets,0,36,46,82,0.44 ,105.2,106.9,0.46 ,40.9,88.8,0.47 ,39.2,83.3,0.30 ,1.7,5.5,0.76 ,21.8,28.8,46.7,15.4,31.3,21.2,7.9,6.9,16.7,24.9
1993,Golden State Warriors,0,34,48,82,0.41 ,109.9,110.9,0.48 ,42.4,88,0.50 ,38.8,77.6,0.35 ,3.6,10.4,0.72 ,21.6,30.1,43.9,14.9,29.1,24.5,8.5,4.7,17.1,25.1
1993,Houston Rockets,1,55,27,82,0.67 ,104,99.8,0.49 ,40,82.2,0.51 ,35.3,69.1,0.36 ,4.7,13.1,0.76 ,19.3,25.5,42.9,12,30.9,25.8,8.3,6.6,15.3,20.7
1993,Los Angeles Clippers,1,41,41,82,0.50 ,107.1,106.8,0.48 ,43.2,89.4,0.50 ,41.6,83.4,0.27 ,1.6,6,0.72 ,19,26.5,43.2,14.4,28.8,27.3,10.3,5.9,16,23.4
1993,Los Angeles Lakers,1,39,43,82,0.48 ,104.2,105.5,0.47 ,40.4,85.3,0.49 ,38.1,77.7,0.30 ,2.3,7.6,0.76 ,21.2,28.1,41.4,13.5,27.9,24.5,9.5,5.2,15,21.7
1993,Minnesota Timberwolves,0,19,63,82,0.23 ,98.1,105.9,0.47 ,37.1,79.6,0.48 ,35.1,72.7,0.29 ,2,6.9,0.80 ,21.9,27.4,38.4,11.5,26.9,24.4,7.9,5.5,16.5,24.7
1993,Phoenix Suns,1,62,20,82,0.76 ,113.4,106.7,0.49 ,42.6,86.5,0.52 ,37.7,73.1,0.36 ,4.9,13.4,0.75 ,23.3,31,44.5,13.9,30.6,25.5,9.2,5.5,16.1,21.2
1993,Portland Trail Blazers,1,51,31,82,0.62 ,108.5,105.4,0.46 ,41,89.5,0.47 ,37.6,79.2,0.33 ,3.4,10.3,0.75 ,23.2,31.1,45.5,15,30.6,24,9.4,5.2,14.5,23.1
1993,Kansas City Kings,0,25,57,82,0.30 ,107.9,111.1,0.46 ,41,88.6,0.48 ,37.8,79,0.33 ,3.2,9.6,0.76 ,22.7,29.8,41.7,13.9,27.8,25.3,9.4,4.2,16.4,25.4
1993,San Antonio Spurs,1,49,33,82,0.60 ,105.5,102.8,0.49 ,40.4,82.5,0.51 ,37.5,74.1,0.34 ,2.9,8.4,0.77 ,21.9,28.6,42.2,11.2,31,24.5,7.1,6.3,14.5,22.5
1993,Oklahoma City Thunder,1,55,27,82,0.67 ,108.3,101.3,0.49 ,42.4,87.1,0.50 ,39.7,79.7,0.36 ,2.7,7.4,0.76 ,21,27.5,42.4,14.9,27.5,23.2,11.5,5,15,24
1993,Atlanta Hawks,1,43,39,82,0.52 ,107.5,108.4,0.47 ,41.4,88.7,0.49 ,36.7,75.6,0.36 ,4.7,13.1,0.74 ,20.1,27.1,44.3,15.7,28.6,25.4,9.8,3.4,15.8,22
1993,Boston Celtics,1,48,34,82,0.59 ,103.7,102.8,0.49 ,42.1,86.5,0.50 ,40.8,81.8,0.29 ,1.3,4.7,0.78 ,18.1,23.3,42.8,13.1,29.7,24.4,7.9,5.5,13.8,22.7
1993,Utah Jazz,1,47,35,82,0.57 ,106.2,104,0.49 ,40.7,83.3,0.50 ,39.1,78.3,0.31 ,1.6,5,0.77 ,23.3,30.4,42.7,12.7,30,26.5,9.1,4.2,15.1,24
1993,New Orleans Pelicans,1,44,38,82,0.54 ,110.1,110.4,0.49 ,42.8,87.9,0.50 ,40.7,81.3,0.33 ,2.1,6.6,0.77 ,22.3,29,43.9,13.4,30.6,26.4,7.8,5.8,15.7,21.8
1993,Chicago Bulls,1,57,25,82,0.70 ,105.2,98.9,0.48 ,42.4,87.9,0.49 ,39.4,79.7,0.37 ,3,8.2,0.73 ,17.5,23.8,43.6,15.7,27.8,26,9.5,5,12.9,22
1993,Cleveland Cavaliers,1,54,28,82,0.66 ,107.7,101.3,0.50 ,41.8,84,0.51 ,38.3,75,0.38 ,3.5,9,0.80 ,20.7,25.8,41.8,11.3,30.4,28.6,7.5,6.5,13.3,19.3
1993,Detroit Pistons,0,40,42,82,0.49 ,100.6,102,0.45 ,39.8,87.9,0.47 ,36.2,76.8,0.32 ,3.6,11.1,0.73 ,17.4,23.9,44,15.8,28.2,23.7,7.1,3,13.6,21.3
1993,Indiana Pacers,1,41,41,82,0.50 ,107.8,106.1,0.48 ,41.1,85.6,0.50 ,38,76,0.33 ,3.1,9.6,0.77 ,22.4,29.3,44.8,14.9,29.9,26.1,7.5,4.9,14.8,24.9
1993,Miami Heat,0,36,46,82,0.44 ,103.6,104.7,0.46 ,38.1,83.5,0.47 ,34,72,0.35 ,4.1,11.5,0.77 ,23.3,30.2,42.9,13.8,29.1,20.6,7.4,4.3,15.1,24.5
1993,Milwaukee Bucks,0,28,54,82,0.34 ,102.3,106.1,0.47 ,39.9,84.4,0.49 ,36.1,73,0.33 ,3.8,11.4,0.74 ,18.8,25.4,38.6,12.8,25.8,25.4,10.5,4.8,16.1,24.1
1993,New Jersey Nets,1,43,39,82,0.52 ,102.8,101.6,0.46 ,39.9,86.4,0.47 ,38,80.4,0.32 ,1.9,6,0.77 ,21.1,27.5,46.3,15.7,30.6,22.8,8.5,6.4,15.9,23.1
1993,New York Knicks,1,60,22,82,0.73 ,101.6,95.4,0.47 ,39.1,84.1,0.48 ,36.7,76.7,0.32 ,2.4,7.4,0.74 ,20.9,28.2,46.5,14,32.4,25.8,8.3,4.5,15.5,25.7
1993,Orlando Magic,0,41,41,82,0.50 ,105.5,104.2,0.49 ,39.7,81.8,0.50 ,35.8,71,0.36 ,3.9,10.8,0.73 ,22.2,30.4,44,12.7,31.3,23.8,6.6,5.7,16.9,23.5
1993,Philadelphia 76ers,0,26,56,82,0.32 ,104.3,110.1,0.46 ,39.3,86.3,0.47 ,35.3,74.8,0.35 ,4,11.5,0.79 ,21.7,27.5,42.2,12.6,29.6,24.9,8.2,6.9,15.9,19.6
1993,Washington Wizards,0,22,60,82,0.27 ,101.9,108.9,0.47 ,40.3,86.2,0.48 ,38.2,79.2,0.30 ,2.1,7,0.75 ,19.2,25.7,40.8,12.6,28.3,25.7,8.2,4.4,15.6,21.9
1994,Dallas Mavericks,0,13,69,82,0.16 ,95.1,103.8,0.43 ,37.3,86.2,0.45 ,34.4,76.8,0.31 ,2.9,9.4,0.75 ,17.7,23.7,41.7,15.5,26.2,19.9,9.4,3.6,16.2,24.5
1994,Denver Nuggets,1,42,40,82,0.51 ,100.3,98.8,0.47 ,38.5,82.7,0.48 ,36.4,75.4,0.29 ,2.1,7.3,0.72 ,21.2,29.5,44.7,13.5,31.2,21.5,8.3,8.4,16.7,23.5
1994,Golden State Warriors,1,50,32,82,0.61 ,107.9,106.1,0.49 ,42.8,87.1,0.51 ,39.3,76.6,0.34 ,3.5,10.5,0.66 ,18.6,28.1,43.7,14.4,29.2,26.8,9.8,6.2,17,21.8
1994,Houston Rockets,1,58,24,82,0.71 ,101.1,96.8,0.48 ,39,82.1,0.51 ,33.8,66.4,0.33 ,5.2,15.7,0.74 ,17.9,24.1,43.2,11.3,31.9,25.5,8.7,5.9,15.9,20.1
1994,Los Angeles Clippers,0,27,55,82,0.33 ,103,108.7,0.47 ,40.8,87.4,0.49 ,37.7,77.3,0.30 ,3.1,10.1,0.71 ,18.4,26,43,13.7,29.4,26.5,9.8,5.1,17.6,21.6
1994,Los Angeles Lakers,0,33,49,82,0.40 ,100.4,104.7,0.45 ,40.1,89.2,0.47 ,37.2,79.4,0.30 ,2.9,9.8,0.72 ,17.2,24,42.2,15.4,26.9,24.2,9.2,5.6,14,22.9
1994,Minnesota Timberwolves,0,20,62,82,0.24 ,96.7,103.6,0.46 ,36.4,79.7,0.47 ,34.2,72.9,0.33 ,2.2,6.8,0.77 ,21.7,28.1,40.6,12.1,28.6,24,7.3,5.4,17.3,24.6
1994,Phoenix Suns,1,56,26,82,0.68 ,108.2,103.4,0.48 ,41.8,86.3,0.51 ,37.6,73.6,0.33 ,4.2,12.7,0.73 ,20.4,28.1,44.8,14.9,29.9,27.6,9.1,5.6,15.6,20
1994,Portland Trail Blazers,1,47,35,82,0.57 ,107.3,104.6,0.45 ,41.1,90.6,0.47 ,37.8,81.2,0.35 ,3.3,9.4,0.74 ,21.7,29.2,45.9,15.9,30,25.2,9.1,5,14.4,22.3
1994,Kansas City Kings,0,28,54,82,0.34 ,101.1,106.9,0.45 ,38.8,85.7,0.46 ,35.7,76.8,0.35 ,3.1,8.9,0.73 ,20.4,28,42.3,13.7,28.6,24.7,8.2,4.3,15.8,24.1
1994,Atlanta Hawks,1,57,25,82,0.70 ,101.4,96.2,0.46 ,39.6,85.8,0.48 ,36.3,75.7,0.32 ,3.3,10.1,0.75 ,19,25.2,44.8,15.2,29.5,25.1,11.2,5.5,14.7,19.8
1994,San Antonio Spurs,1,55,27,82,0.67 ,100,94.8,0.48 ,38.8,81.6,0.49 ,35.8,72.9,0.35 ,3,8.7,0.74 ,19.5,26.2,46.2,14.5,31.7,23.1,6.8,5.5,13.9,20.3
1994,Oklahoma City Thunder,1,63,19,82,0.77 ,105.9,96.9,0.48 ,40.7,84.2,0.50 ,37.7,75.4,0.34 ,3,8.8,0.75 ,21.6,29,41.2,14,27.2,25.8,12.8,4.5,14.8,23.3
1994,Boston Celtics,0,32,50,82,0.39 ,100.8,105.1,0.47 ,40.6,86.1,0.48 ,38.9,80.3,0.29 ,1.7,5.8,0.73 ,17.8,24.4,41.7,12.6,29,23.5,8.2,5.4,14.5,22.5
1994,Utah Jazz,1,53,29,82,0.65 ,101.9,97.7,0.48 ,39.1,82.1,0.49 ,36.9,75.3,0.32 ,2.2,6.8,0.74 ,21.5,29,42,12.9,29.1,26.6,9.2,4.4,13.9,24.2
1994,New Orleans Pelicans,0,41,41,82,0.50 ,106.5,106.7,0.48 ,41.2,86.6,0.49 ,37.1,75.4,0.37 ,4.1,11.2,0.76 ,19.9,26,42.6,12.4,30.2,27,8.8,4.8,15,21.3
1994,Chicago Bulls,1,55,27,82,0.67 ,98,94.9,0.48 ,39.6,83.1,0.49 ,36.8,75.1,0.35 ,2.8,8,0.71 ,16,22.7,43.1,13.9,29.2,25.6,9,4.3,15,21.3
1994,Cleveland Cavaliers,1,47,35,82,0.57 ,101.2,97.1,0.47 ,38.2,82.1,0.48 ,34.6,72.2,0.36 ,3.6,9.9,0.77 ,21.2,27.5,42,13.3,28.7,25,8.6,5.2,13.4,20.7
1994,Detroit Pistons,0,20,62,82,0.24 ,96.9,104.7,0.45 ,38.6,85.6,0.47 ,34.2,72.9,0.34 ,4.4,12.7,0.73 ,15.3,20.9,40.8,12.5,28.3,21.5,7.3,3.8,14.7,23.6
1994,Indiana Pacers,1,47,35,82,0.57 ,101,97.5,0.49 ,38.6,79.5,0.50 ,36.4,73.4,0.37 ,2.2,6.1,0.74 ,21.5,29.1,43.2,13.8,29.4,25.1,8.6,5.6,16.9,24.1
1994,Miami Heat,1,42,40,82,0.51 ,103.4,100.7,0.46 ,39,84.1,0.49 ,34.9,71.9,0.34 ,4.1,12.2,0.79 ,21.3,27.1,44.4,15.1,29.4,22.6,7.8,4.6,15.5,24.7
1994,Milwaukee Bucks,0,20,62,82,0.24 ,96.9,103.4,0.45 ,37.1,83,0.47 ,33.1,70.6,0.33 ,4,12.4,0.70 ,18.7,26.6,40,13.7,26.3,23.7,9.8,5,15.8,22.2
1994,New Jersey Nets,1,45,37,82,0.55 ,103.2,101,0.45 ,38.6,86.8,0.46 ,35.9,78.5,0.33 ,2.7,8.3,0.76 ,23.2,30.4,47,15.9,31.2,23.2,8.5,7,14.2,20.6
1994,New York Knicks,1,57,25,82,0.70 ,98.5,91.5,0.46 ,37.8,82.1,0.48 ,33.9,71,0.35 ,3.9,11.1,0.75 ,19.1,25.6,45.3,14.3,31,25.2,9.2,4.7,16.2,24.4
1994,Orlando Magic,1,50,32,82,0.61 ,105.7,101.8,0.49 ,40.7,83.9,0.51 ,35.9,70,0.35 ,4.8,13.9,0.68 ,19.4,28.6,43.1,14.4,28.7,25.2,8.3,5.6,15.7,20.9
1994,Philadelphia 76ers,0,25,57,82,0.30 ,98,105.6,0.46 ,37.8,83.2,0.47 ,33.9,71.7,0.34 ,3.9,11.5,0.71 ,18.4,25.8,41.5,12.3,29.2,22.3,8.1,6.4,16,18.1
1994,Washington Wizards,0,24,58,82,0.29 ,100.4,107.7,0.47 ,39,83.2,0.49 ,36.3,74.1,0.30 ,2.7,9.1,0.75 ,19.7,26.4,39.8,13.1,26.7,22.2,8.5,3.9,16.5,20.9
1995,Dallas Mavericks,0,36,46,82,0.44 ,103.2,106.1,0.44 ,39.4,89.5,0.46 ,34.7,74.9,0.32 ,4.7,14.6,0.73 ,19.8,27,48.1,18.5,29.7,23.7,7.1,4.2,16,22.1
1995,Denver Nuggets,1,41,41,82,0.50 ,101.3,100.5,0.48 ,37.8,78.8,0.51 ,32.8,64.7,0.36 ,5,14.1,0.74 ,20.7,28.1,42,12.7,29.3,22.4,8,7.1,16.2,25.2
1995,Golden State Warriors,0,26,56,82,0.32 ,105.7,111.1,0.47 ,39.2,83.8,0.51 ,32.5,64.3,0.34 ,6.7,19.5,0.70 ,20.6,29.2,42.3,13.4,28.9,24.6,7.9,4.8,17.8,22
1995,Houston Rockets,1,47,35,82,0.57 ,103.5,101.4,0.48 ,38.5,80.2,0.52 ,30.6,58.8,0.37 ,7.9,21.4,0.75 ,18.6,24.9,40.5,10.7,29.8,25.1,8.8,6.3,15.6,20.9
